codigo,titulo,modalidade,nome
24329,Consultor de soluções e suporte de TI - SR,,Bárbara da Mata
24328,Consultor de soluções e suporte de TI - SR,,Antônio Caldeira
24306,Consultor de soluções e suporte de TI - SR,,Luna Souza
23009,Consultor de soluções e suporte de TI - SR,,Renan Macedo
21253,Consultor de soluções e suporte de TI - SR,,Gustavo Henrique Montenegro
21005,Consultor de soluções e suporte de TI - SR,,Dr. Thales Novaes
20313,Consultor de soluções e suporte de TI - SR,,Dr. Ravi Lucca Vieira
20291,Consultor de soluções e suporte de TI - SR,,Sr. Luiz Henrique Cassiano
19084,Consultor de soluções e suporte de TI - SR,,Benicio Vasconcelos
17971,Consultor de soluções e suporte de TI - SR,,Luiz Felipe Pires
17933,Consultor de soluções e suporte de TI - SR,,João Pimenta
16770,Consultor de soluções e suporte de TI - SR,,Dra. Larissa Pimenta
11081,Consultor de soluções e suporte de TI - SR,,Sra. Maria Julia Machado
23976,Analista BI TERADATA Sr - RE-299192,,Sr. André Casa Grande
17545,Analista BI TERADATA Sr - RE-299192,,Maria Isis Viana
12476,Analista BI TERADATA Sr - RE-299192,,Maria Alice da Luz
23817,Especialista CRM - 11637666,,Beatriz Sá
23813,Especialista CRM - 11637666,,Beatriz da Mota
20321,Especialista CRM - 11637666,,Ana Liz Lima
16379,Especialista CRM - 11637666,,Sr. Diogo Abreu
23050,Coordenador de Testes -11643674,,Maria Laura Vargas
17036,Coordenador de Testes -11643674,,Luigi Moura
23968,Especialista Oracle Cloud - 11645659,,Sr. Brayan Vieira
24661,Front End NodeJs - 11645733,,Ester das Neves
23826,Front End NodeJs - 11645733,,Sr. Benício Freitas
23076,Front End NodeJs - 11645733,,Sr. Bento Novais
17887,Front End NodeJs - 11645733,,Sr. Pedro Henrique Viana
23928,Front End - 11645226,,Oliver Sampaio
23826,Front End - 11645226,,Sr. Benício Freitas
17887,Front End - 11645226,,Sr. Pedro Henrique Viana
23865,SAP SD - 11651722,,Maysa Pimenta
23437,SAP SD - 11651722,,Sr. Lucas Gabriel da Costa
13611,SAP SD - 11651722,,João Guilherme Andrade
12504,SAP SD - 11651722,,Dr. Luiz Miguel Azevedo
12238,SAP SD - 11651722,,Gabriel Moraes
24770,PMO - 11652732,,Rebeca Campos
24658,PMO - 11652732,,João Guilherme Pimenta
24313,PMO - 11652732,,Luiz Gustavo Campos
23947,PMO - 11652732,,Catarina Dias
19301,PMO - 11652732,,Nicole Guerra
17968,PMO - 11652732,,Breno Novaes
24170,PMO/Financeiro - 11652735,,Thiago Teixeira
23915,PMO/Financeiro - 11652735,,Esther Ribeiro
23912,PMO/Financeiro - 11652735,,Sra. Nina Moreira
23871,PMO/Financeiro - 11652735,,Sra. Julia Nogueira
23855,PMO/Financeiro - 11652735,,Cauã Pacheco
23552,PMO/Financeiro - 11652735,,Henry Cirino
19301,PMO/Financeiro - 11652735,,Nicole Guerra
17968,PMO/Financeiro - 11652735,,Breno Novaes
23893,Dev .Net Core Pleno - 11653076,,Sr. Miguel Costela
23845,Dev .Net Core Pleno - 11653076,,Sophia Borges
23783,Dev .Net Core Pleno - 11653076,,Igor Sá
23873,Full Stack Developer - .Net Core - 11651396,,Sr. Asafe Sá
23872,Full Stack Developer - .Net Core - 11651396,,Aylla Cassiano
23847,Full Stack Developer - .Net Core - 11651396,,Dr. Cauã Rezende
138,Full Stack Developer - .Net Core - 11651396,,Luna Barros
23919,SAP GRC - 11659261,,Emilly Castro
19440,SAP GRC - 11659261,,Joana Azevedo
24118,Arquiteto de Dados,,Noah Camargo
24116,Arquiteto de Dados,,Igor Novaes
24077,Arquiteto de Dados,,Pietra da Conceição
23952,Arquiteto de Dados,,Joana Brito
23848,Arquiteto de Dados,,Maria Luísa Oliveira
23846,Arquiteto de Dados,,Gael Henrique Costa
23843,Arquiteto de Dados,,Leandro Novais
23838,Arquiteto de Dados,,Luiz Fernando Sampaio
23188,Arquiteto de Dados,,Dr. Samuel Martins
7142,Arquiteto de Dados,,Sr. Henry Mendes
24245,Engenheiro de Dados Pleno,,Sr. Benício Cavalcante
24228,Engenheiro de Dados Pleno,,Carlos Eduardo Aparecida
24227,Engenheiro de Dados Pleno,,Davi Miguel Azevedo
24196,Engenheiro de Dados Pleno,,Sr. Leonardo Lopes
24193,Engenheiro de Dados Pleno,,Laís Rios
24178,Engenheiro de Dados Pleno,,Isabelly Moura
24169,Engenheiro de Dados Pleno,,Henry da Mota
24118,Engenheiro de Dados Pleno,,Noah Camargo
23789,Engenheiro de Dados Pleno,,Dr. Leonardo Sousa
23423,Engenheiro de Dados Pleno,,Isaac da Luz
19127,Engenheiro de Dados Pleno,,Srta. Maria Laura Freitas
6560,Engenheiro de Dados Pleno,,Marina Andrade
24967,Desenvolvedor ETL PowerCenter Jr / Pleno,,Lorenzo Ferreira
23850,Desenvolvedor ETL PowerCenter Jr / Pleno,,Pedro Henrique da Mata
23849,Desenvolvedor ETL PowerCenter Jr / Pleno,,Isaque da Costa
22309,Desenvolvedor ETL PowerCenter Jr / Pleno,,João Felipe Novais
16154,Desenvolvedor ETL PowerCenter Jr / Pleno,,Dr. Luiz Miguel Marques
23837,SAP FI - Pl/Sr - 20215080838,,Dra. Manuella Alves
22156,SAP FI - Pl/Sr - 20215080838,,Bruno Mendonça
833,SAP FI - Pl/Sr - 20215080838,,Sra. Maria Helena Castro
23882,Consultor Apriso - 20215912366,,Aurora Novaes
23881,Consultor Apriso - 20215912366,,Benício Novais
23875,Consultor Apriso - 20215912366,,Otto Cavalcanti
23874,Consultor Apriso - 20215912366,,Dra. Juliana Cardoso
23989,Analista de Farmaco Vigilancia / Drug Safety - 11647200,,Sarah da Cruz
23984,Analista de Farmaco Vigilancia / Drug Safety - 11647200,,Maria Flor Carvalho
23886,Analista de Farmaco Vigilancia / Drug Safety - 11647200,,Gael Henrique Carvalho
23885,Analista de Farmaco Vigilancia / Drug Safety - 11647200,,Antônio Gonçalves
23884,Analista de Farmaco Vigilancia / Drug Safety - 11647200,,Murilo Pimenta
23856,Analista de Farmaco Vigilancia / Drug Safety - 11647200,,Sr. Mateus Garcia
23892,SAP MM-IM-PI - 11644608,,Joaquim Peixoto
17109,SAP MM-IM-PI - 11644608,,Eduarda Barbosa
14662,SAP MM-IM-PI - 11644608,,Rodrigo Novais
23118,Especialista em SD2000 web - 11652435,,Gabrielly Costela
17397,Especialista em SD2000 web - 11652435,,Gustavo Freitas
24469,Consultor Técnico e Comex,,Maria Luísa Freitas
24395,Consultor Técnico e Comex,,Vitor Gabriel da Rocha
24160,Consultor Técnico e Comex,,Larissa Sá
24107,Consultor Técnico e Comex,,Ana Carolina Cavalcante
24010,Consultor Técnico e Comex,,Ayla Aparecida
24008,Consultor Técnico e Comex,,Milena Leão
23997,Consultor Técnico e Comex,,Sra. Valentina Pastor
23968,Consultor Técnico e Comex,,Sr. Brayan Vieira
23966,Consultor Técnico e Comex,,Isabella Rezende
23951,Consultor Técnico e Comex,,Yago Moura
23924,Consultor Técnico e Comex,,Dr. Henry Ribeiro
23898,Consultor Técnico e Comex,,Dr. Enzo Gabriel Melo
22686,Consultor Técnico e Comex,,Ana Laura Barros
22685,Consultor Técnico e Comex,,André Gonçalves
22664,Consultor Técnico e Comex,,Kaique Barbosa
19740,Consultor Técnico e Comex,,Sr. Renan Santos
19202,Consultor Técnico e Comex,,Maria Luísa Ramos
19193,Consultor Técnico e Comex,,Isabella da Cunha
9233,Consultor Técnico e Comex,,Benício Ferreira
9046,Consultor Técnico e Comex,,Heitor Moraes
24009,Scrum Master Pleno - 11661763,,Mathias Abreu
23972,Scrum Master Pleno - 11661763,,Sr. Bento Pimenta
23940,Scrum Master Pleno - 11661763,,Sra. Luísa Moreira
23926,Scrum Master Pleno - 11661763,,Fernanda Pereira
23922,Scrum Master Pleno - 11661763,,Brenda Ribeiro
22789,Scrum Master Pleno - 11661763,,Julia Correia
19093,Scrum Master Pleno - 11661763,,Isaac Cirino
24158,Cloud Data Integration - 11650414,,Vicente Oliveira
24155,Cloud Data Integration - 11650414,,Maria Eduarda Melo
24153,Cloud Data Integration - 11650414,,Maria Eduarda Souza
24150,Cloud Data Integration - 11650414,,Ágatha Nunes
24134,Cloud Data Integration - 11650414,,Maitê Vargas
20926,Cloud Data Integration - 11650414,,Melina Moura
63,Cloud Data Integration - 11650414,,Dra. Nina da Luz
24002,2021-2579021 JDEdwards Technical-Consultant,PJ,Enzo Gabriel Freitas
24059,Especialista Agile Methods - 11649929,,Heitor da Conceição
24049,Especialista Agile Methods - 11649929,,Manuella Rocha
24051,2021-2578077 Project Manager,PJ,Diego Peixoto
23918,Scrum Master 2021-2579020,Cooperado,Mirella da Rosa
24161,HTML - 11649915,,Srta. Sofia da Rocha
24159,HTML - 11649915,,Maria Liz Abreu
24113,HTML - 11649915,,Ana Júlia Monteiro
23928,HTML - 11649915,,Oliver Sampaio
19174,HTML - 11649915,,Olívia Pires
16847,HTML - 11649915,,Srta. Pietra Lopes
25332,Framework Spring Boot utilizando microsserviços - 11646293,,Srta. Heloísa Pastor
19272,Framework Spring Boot utilizando microsserviços - 11646293,,Olívia Machado
24120,Python for Data Science-Consultant - 2021-2574970,,Benicio Costela
23641,Python for Data Science-Consultant - 2021-2574970,,Heitor Macedo
23632,Python for Data Science-Consultant - 2021-2574970,,Diego Vieira
23384,Python for Data Science-Consultant - 2021-2574970,,Srta. Mariah Moraes
23986,Sales Practitioner - 11650633,,Srta. Beatriz Moura
23983,Sales Practitioner - 11650633,,Renan Carvalho
23982,Sales Practitioner - 11650633,,Sra. Ana Júlia Pimenta
23980,Sales Practitioner - 11650633,,Sr. Luan Ribeiro
24817,Adobe AEM-Developer- 2021-2578841,,Rhavi Moura
24337,Adobe AEM-Developer- 2021-2578841,,Sra. Larissa Sousa
21440,Adobe AEM-Developer- 2021-2578841,,Apollo Peixoto
21089,Adobe AEM-Developer- 2021-2578841,,Dr. Rael Cirino
24120,Consultor de Dados - RE-300023,,Benicio Costela
24000,Consultor de Dados - RE-300023,,Sr. Henry Gabriel Castro
23970,Consultor de Dados - RE-300023,,Luiz Gustavo Cunha
22098,Consultor de Dados - RE-300023,,Dr. Benjamim Moreira
23873,.NET - Especialista - 11665687,,Sr. Asafe Sá
21551,.NET - Especialista - 11665687,,Natália Rezende
16740,.NET - Especialista - 11665687,,Dra. Liz Peixoto
25775,Java Angular - 11658709,,Dom Araújo
23997,Java Angular - 11658709,,Sra. Valentina Pastor
23517,Java Angular - 11658709,,Dr. Yago Alves
22582,Java Angular - 11658709,,Oliver Vargas
23934,Analista de Sistemas Kenan - 11650377,,Maria Laura Novaes
23739,4299682 Synchro,,Francisco Pinto
23696,4292409 Desenv. App,,Yago Moraes
24029,Consultor Senior/Pleno de Negócio,,Camila da Cunha
24009,Consultor Senior/Pleno de Negócio,,Mathias Abreu
23981,Consultor Senior/Pleno de Negócio,,Anna Liz Cardoso
24788,Product Owner Commerce,,Dra. Ana Lívia Vasconcelos
24757,Product Owner Commerce,,Dra. Agatha da Rocha
24313,Product Owner Commerce,,Luiz Gustavo Campos
24292,Product Owner Commerce,,Beatriz Costela
24288,Product Owner Commerce,,Dra. Maria Sophia Mendonça
24050,Product Owner Commerce,,Paulo Porto
23971,Product Owner Commerce,,Sra. Allana da Cruz
23955,Product Owner Commerce,,Srta. Valentina Aparecida
22938,Product Owner Commerce,,Guilherme Moraes
24313,Product Owner Senior projetos Ageis,,Luiz Gustavo Campos
24292,Product Owner Senior projetos Ageis,,Beatriz Costela
24111,Product Owner Senior projetos Ageis,,João Felipe Caldeira
24009,Product Owner Senior projetos Ageis,,Mathias Abreu
24004,Product Owner Senior projetos Ageis,,Luiz Miguel Aragão
24003,Product Owner Senior projetos Ageis,,Nicolas Monteiro
23959,Product Owner Senior projetos Ageis,,Ana Júlia Machado
23957,Product Owner Senior projetos Ageis,,Sr. Ryan Sousa
19656,Product Owner Senior projetos Ageis,,Srta. Ana Oliveira
17968,Product Owner Senior projetos Ageis,,Breno Novaes
24758,Scrum Master Senior,,Eloah Câmara
24757,Scrum Master Senior,,Dra. Agatha da Rocha
24662,Scrum Master Senior,,Miguel Cunha
24595,Scrum Master Senior,,Sr. Enrico Mendes
24123,Scrum Master Senior,,Luiz Miguel Almeida
24009,Scrum Master Senior,,Mathias Abreu
19093,Scrum Master Senior,,Isaac Cirino
17968,Scrum Master Senior,,Breno Novaes
259,Scrum Master Senior,,Luiz Fernando Campos
23616,4295087 Desenv Java - AWS,,Lorenzo Azevedo
24595,Scrum Master - Liderança,,Sr. Enrico Mendes
24029,Scrum Master - Liderança,,Camila da Cunha
19093,Scrum Master - Liderança,,Isaac Cirino
17968,Scrum Master - Liderança,,Breno Novaes
24936,JDEdwards E1 Adv Technical-Consultant-2021-2579021,,Lucas Pires
24911,JDEdwards E1 Adv Technical-Consultant-2021-2579021,,Nicolas da Paz
24844,JDEdwards E1 Adv Technical-Consultant-2021-2579021,,Ísis Porto
21921,JDEdwards E1 Adv Technical-Consultant-2021-2579021,,Ravy Teixeira
541,JDEdwards E1 Adv Technical-Consultant-2021-2579021,,Sra. Larissa Borges
24032,SAP Lumira,,Diogo Costa
23962,SAP Lumira,,Josué Aragão
14126,SAP Lumira,,Lucca Gonçalves
24305,Profissional Java/Angular - Sr -RE-301305,,Benício Fogaça
24087,Profissional Java/Angular - Sr -RE-301305,,Rhavi Leão
24084,Profissional Java/Angular - Sr -RE-301305,,Davi Camargo
24080,Profissional Java/Angular - Sr -RE-301305,,Dr. Benicio Caldeira
24079,Profissional Java/Angular - Sr -RE-301305,,Lívia da Cunha
24006,Profissional Java/Angular - Sr -RE-301305,,Nathan Cavalcanti
23969,Profissional Java/Angular - Sr -RE-301305,,Dr. Daniel Alves
23967,Profissional Java/Angular - Sr -RE-301305,,Augusto Vasconcelos
23945,Profissional Java/Angular - Sr -RE-301305,,Dr. José Pedro Leão
23616,Profissional Java/Angular - Sr -RE-301305,,Lorenzo Azevedo
21645,Profissional Java/Angular - Sr -RE-301305,,João Lucas Mendes
580,Profissional Java/Angular - Sr -RE-301305,,Dr. Heitor Gomes
24628,Analista Adm.Pleno - LATAM,,Léo Nunes
24466,Analista Adm.Pleno - LATAM,,Davi Lucca Fogaça
24212,Analista Adm.Pleno - LATAM,,Antony Machado
24081,Analista Adm.Pleno - LATAM,,Ana Laura Caldeira
2074,Analista Adm.Pleno - LATAM,,Vinicius Pacheco
24415,"Dev .Net, C# E Angular - 11668926",,Breno da Rocha
24237,"Dev .Net, C# E Angular - 11668926",,Sra. Bruna da Luz
24236,"Dev .Net, C# E Angular - 11668926",,Augusto Vasconcelos
24230,"Dev .Net, C# E Angular - 11668926",,Juan Sá
24213,"Dev .Net, C# E Angular - 11668926",,Carlos Eduardo Albuquerque
24020,"Dev .Net, C# E Angular - 11668926",,Anthony Correia
23847,"Dev .Net, C# E Angular - 11668926",,Dr. Cauã Rezende
23802,"Dev .Net, C# E Angular - 11668926",,Murilo Cassiano
23783,"Dev .Net, C# E Angular - 11668926",,Igor Sá
23119,"Dev .Net, C# E Angular - 11668926",,Alana Cavalcante
23038,"Dev .Net, C# E Angular - 11668926",,Bárbara da Cruz
22275,"Dev .Net, C# E Angular - 11668926",,Alexandre Novais
1884,"Dev .Net, C# E Angular - 11668926",,Thomas Monteiro
24028,Associate Operations - 11668971,,Yan da Rosa
23981,Associate Operations - 11668971,,Anna Liz Cardoso
24634,Analista .NET - PL -RE-301943,,Ana Laura Leão
24390,Analista .NET - PL -RE-301943,,Maria Cecília da Paz
24389,Analista .NET - PL -RE-301943,,Caroline Cunha
24388,Analista .NET - PL -RE-301943,,Dr. Cauã Lima
23827,Analista .NET - PL -RE-301943,,Catarina Santos
23792,Analista .NET - PL -RE-301943,,Srta. Mariah Sá
23783,Analista .NET - PL -RE-301943,,Igor Sá
15340,Analista .NET - PL -RE-301943,,Dra. Maya Porto
11232,Analista .NET - PL -RE-301943,,Nina da Luz
138,Analista .NET - PL -RE-301943,,Luna Barros
24277,Consultor SAP FICO - SR -RE-301785,,Gabrielly Monteiro
24071,Consultor SAP FICO - SR -RE-301785,,Stella da Costa
24052,Consultor SAP FICO - SR -RE-301785,,Luísa Rocha
22147,Consultor SAP FICO - SR -RE-301785,,Emanuelly Monteiro
17723,Consultor SAP FICO - SR -RE-301785,,Cecília Pastor
15157,Consultor SAP FICO - SR -RE-301785,,Vinícius Peixoto
14211,Consultor SAP FICO - SR -RE-301785,,Dr. João Guilherme Monteiro
14062,Consultor SAP FICO - SR -RE-301785,,Caio Cassiano
12918,Consultor SAP FICO - SR -RE-301785,,Ian Borges
12797,Consultor SAP FICO - SR -RE-301785,,Srta. Alice Jesus
12303,Consultor SAP FICO - SR -RE-301785,,Sr. Yago Sales
11792,Consultor SAP FICO - SR -RE-301785,,Eloah Pinto
10902,Consultor SAP FICO - SR -RE-301785,,Maria Laura Dias
1636,Consultor SAP FICO - SR -RE-301785,,Sra. Ana Clara Silveira
1604,Consultor SAP FICO - SR -RE-301785,,Srta. Nina Fogaça
24074,Business Operations - PMO Practitioner - 11670609,,Benicio Cavalcanti
24036,Business Operations - PMO Practitioner - 11670609,,Rebeca Macedo
24007,Application Developer - 11650117,,Isabela Andrade
14098,Application Developer - 11650117,,Dr. Bruno Pires
24018,Analista Desenvolvedor Java Backend Sênior e GX,,Vinicius Fogaça
24094,Business Operations - PMO Practitioner - 11671067,,Luna Sales
24093,Business Operations - PMO Practitioner - 11671067,,Marcela Silva
24074,Business Operations - PMO Practitioner - 11671067,,Benicio Cavalcanti
24057,Business Operations - PMO Practitioner - 11671067,,Rhavi Pires
24045,Business Operations - PMO Practitioner - 11671067,,Sra. Maria Helena da Paz
24039,Business Operations - PMO Practitioner - 11671067,,Beatriz Brito
24038,Business Operations - PMO Practitioner - 11671067,,Gael da Cunha
24037,Business Operations - PMO Practitioner - 11671067,,Sr. Gabriel Monteiro
24036,Business Operations - PMO Practitioner - 11671067,,Rebeca Macedo
24035,Business Operations - PMO Practitioner - 11671067,,Sr. João Pedro Lopes
22640,Analista Desenvolvedor FullStack Sênior,,Sr. Juan Alves
24011,Application Develope - 11649025,,Fernando Jesus
22034,Application Develope - 11649025,,Caroline Camargo
23978,Consultor Gestão da Mudança,PJ,Alexandre Borges
16542,Consultor Gestão da Mudança,PJ,Pedro Henrique Nascimento
12175,Consultor Gestão da Mudança,PJ,Sr. Vitor Gabriel Carvalho
24157,JBusiness Analyst in Transportation & Logistics domain,,Pedro Martins
24010,JBusiness Analyst in Transportation & Logistics domain,,Ayla Aparecida
24009,JBusiness Analyst in Transportation & Logistics domain,,Mathias Abreu
24026,Business Operations - PMO Practitioner - 11670606,,Nathan Borges
24015,Business Operations - PMO Practitioner - 11670606,,Srta. Maria Fernanda Cassiano
24014,Business Operations - PMO Practitioner - 11670606,,Dra. Joana Sousa
24013,Business Operations - PMO Practitioner - 11670606,,Marcelo Moraes
23992,Business Operations - PMO Practitioner - 11670606,,Emilly Nunes
23991,Business Operations - PMO Practitioner - 11670606,,Ravi Monteiro
23430,Business Operations - PMO Practitioner - 11670606,,João Felipe da Rocha
22599,Business Operations - PMO Practitioner - 11670606,,Alícia Campos
24017,Business Operations - PMO Practitioner - 11671072,,Cauã Melo
24016,Business Operations - PMO Practitioner - 11671072,,Sra. Cecília Barros
24103,Dev. Android/Java Sr - 20212730863,,Dr. Rael Pacheco
24018,Dev. Android/Java Sr - 20212730863,,Vinicius Fogaça
24135,"Back-end Sr (C#, ASP.Net. MVC) - 20214751935",,Dr. Marcelo Nascimento
24012,"Back-end Sr (C#, ASP.Net. MVC) - 20214751935",,Maria Sophia Viana
23184,"Back-end Sr (C#, ASP.Net. MVC) - 20214751935",,Srta. Melina Pimenta
24542,"Front-end Pl/Sr (HTML, css, Javascript , Bootstrap) - 20218199720",,Nina Rocha
24480,"Front-end Pl/Sr (HTML, css, Javascript , Bootstrap) - 20218199720",,Cecilia Teixeira
24479,"Front-end Pl/Sr (HTML, css, Javascript , Bootstrap) - 20218199720",,Bento Nogueira
24092,"Front-end Pl/Sr (HTML, css, Javascript , Bootstrap) - 20218199720",,Srta. Lunna Pires
24090,"Front-end Pl/Sr (HTML, css, Javascript , Bootstrap) - 20218199720",,Igor Sousa
24088,"Front-end Pl/Sr (HTML, css, Javascript , Bootstrap) - 20218199720",,Alexandre Nunes
24025,"Front-end Pl/Sr (HTML, css, Javascript , Bootstrap) - 20218199720",,Isabela Siqueira
24018,"Front-end Pl/Sr (HTML, css, Javascript , Bootstrap) - 20218199720",,Vinicius Fogaça
24007,"Front-end Pl/Sr (HTML, css, Javascript , Bootstrap) - 20218199720",,Isabela Andrade
23631,"Front-end Pl/Sr (HTML, css, Javascript , Bootstrap) - 20218199720",,Dr. Henry Moreira
16847,"Front-end Pl/Sr (HTML, css, Javascript , Bootstrap) - 20218199720",,Srta. Pietra Lopes
14836,"Front-end Pl/Sr (HTML, css, Javascript , Bootstrap) - 20218199720",,Alice Gomes
24106,Analista de Recursos Humanos - PL,CLT,João Vitor Oliveira
24167,Business Analyst - 11674242,,Matheus Casa Grande
24068,Business Analyst - 11674242,,Luan Moreira
24133,Business Analyst - 11673916,,Luana Novais
22985,Business Analyst - 11673916,,Natália Moraes
24501,Business Analyst - 11674237,PJ,Ana Cecília Nunes
24500,Business Analyst - 11674237,PJ,Melina Cirino
24055,Business Analyst - 11674237,PJ,Anna Liz Vargas
24024,Business Analyst - 11674237,PJ,Asafe Camargo
12303,Business Analyst - 11674237,PJ,Sr. Yago Sales
11137,Business Analyst - 11674237,PJ,Isabel Lima
27824,PMO - SR - RE-302404,,Sra. Lorena Machado
27812,PMO - SR - RE-302404,,Lucas Gabriel Carvalho
27466,PMO - SR - RE-302404,,Emanuella Camargo
27306,PMO - SR - RE-302404,,Luísa Marques
27257,PMO - SR - RE-302404,,Caroline Ribeiro
26983,PMO - SR - RE-302404,,Théo Sales
26978,PMO - SR - RE-302404,,Rebeca Lopes
26760,PMO - SR - RE-302404,,Sra. Bella Siqueira
26410,PMO - SR - RE-302404,,Lunna Fernandes
25962,PMO - SR - RE-302404,,Sr. Dom Rios
25953,PMO - SR - RE-302404,,Jade Alves
25921,PMO - SR - RE-302404,,Ana Vitória Castro
25723,PMO - SR - RE-302404,,Luiz Fernando Souza
25333,PMO - SR - RE-302404,,Sr. Alexandre Camargo
25283,PMO - SR - RE-302404,,Bárbara Nascimento
23829,PMO - SR - RE-302404,,Sr. Leandro Novais
19301,PMO - SR - RE-302404,,Nicole Guerra
17968,PMO - SR - RE-302404,,Breno Novaes
24249,Dev Java / React - PL - RE-302495,,Juan da Cruz
24239,Dev Java / React - PL - RE-302495,,Dr. Mateus Mendes
24218,Dev Java / React - PL - RE-302495,,Dr. Pedro Henrique Siqueira
24216,Dev Java / React - PL - RE-302495,,Sophia Duarte
24215,Dev Java / React - PL - RE-302495,,Antony Farias
24214,Dev Java / React - PL - RE-302495,,Vitória Rocha
24209,Dev Java / React - PL - RE-302495,,Dr. Valentim Ferreira
24208,Dev Java / React - PL - RE-302495,,Matteo Costa
24207,Dev Java / React - PL - RE-302495,,Cecília Mendes
24124,Dev Java / React - PL - RE-302495,,Srta. Lunna Peixoto
23321,Dev Java / React - PL - RE-302495,,Sr. Rafael Barros
22715,Dev Java / React - PL - RE-302495,,Sra. Larissa Pacheco
20110,Dev Java / React - PL - RE-302495,,Lívia Brito
11112,Dev Java / React - PL - RE-302495,,Luiz Miguel Rios
24089,Analista de QA - PL - RE-302497,,Emanuel Sales
24067,Analista de QA - PL - RE-302497,,João Miguel da Rocha
24031,Analista de QA - PL - RE-302497,,Jade Costa
24030,Analista de QA - PL - RE-302497,,Sr. Dom Casa Grande
24023,Analista de QA - PL - RE-302497,,Samuel Borges
24001,Analista de QA - PL - RE-302497,,Gabriel Fogaça
23464,Analista de QA - PL - RE-302497,,Dr. Isaque Sampaio
17036,Analista de QA - PL - RE-302497,,Luigi Moura
24175,Consultor BI Senior,,Josué Cavalcante
24121,Consultor BI Senior,,Lucca Pinto
24078,Consultor BI Senior,,Sr. Yuri Rios
24027,Consultor BI Senior,,Dra. Liz Mendes
11161,Consultor BI Senior,,Zoe Nunes
3992,Consultor BI Senior,,Manuella Sampaio
24784,Analista de Processo Pleno,,Maria Vitória Vargas
24273,Analista de Processo Pleno,,Mirella Teixeira
24212,Analista de Processo Pleno,,Antony Machado
24176,Analista de Processo Pleno,,Dra. Mariane Rios
24110,Analista de Processo Pleno,,Brayan Rodrigues
24096,Analista de Processo Pleno,,Emilly Gomes
24029,Analista de Processo Pleno,,Camila da Cunha
24097,Business Analyst - 11674249,,Julia Barros
23593,Business Analyst - 11674249,,Maria Flor Borges
22407,Business Analyst - 11674249,,Maria Luísa Araújo
25070,Application Developer - 11676189,,Theodoro Câmara
25002,Application Developer - 11676189,,Bruno Pires
25000,Application Developer - 11676189,,Maria Isis Marques
24690,Application Developer - 11676189,,Ísis Guerra
24687,Application Developer - 11676189,,Anthony Souza
24268,Application Developer - 11676189,,Srta. Mariah Lopes
24266,Application Developer - 11676189,,Felipe da Costa
24265,Application Developer - 11676189,,Maya Alves
24264,Application Developer - 11676189,,Maria Clara Leão
24263,Application Developer - 11676189,,Rafaela da Costa
24261,Application Developer - 11676189,,Vitor Andrade
24233,Application Developer - 11676189,,Dra. Jade Jesus
24135,Application Developer - 11676189,,Dr. Marcelo Nascimento
24012,Application Developer - 11676189,,Maria Sophia Viana
22873,Application Developer - 11676189,,Maria Isis Jesus
18262,Application Developer - 11676189,,Maria Fernanda Machado
24303,Application Developer - 11676696,,Murilo Pacheco
24271,Application Developer - 11676696,,Sr. Danilo da Rosa
24259,Application Developer - 11676696,,Srta. Catarina Câmara
24258,Application Developer - 11676696,,Sr. João Felipe Gonçalves
23357,Application Developer - 11676696,,Srta. Hellena Nascimento
22779,Application Developer - 11676696,,Dra. Rebeca Montenegro
14910,Application Developer - 11676696,,Dra. Hellena Almeida
25104,Application Developer -11676187,,Luan Araújo
25007,Application Developer -11676187,,Maria Clara Gonçalves
24204,Application Developer -11676187,,Ana Carolina Porto
23119,Application Developer -11676187,,Alana Cavalcante
22959,Application Developer -11676187,,Agatha da Luz
22874,Application Developer -11676187,,João Pedro Vasconcelos
22460,Application Developer -11676187,,Lorena Costa
21662,Application Developer -11676187,,Sra. Heloisa Novaes
24401,Application Developer -11676698,,Dra. Ester Ramos
24243,Application Developer -11676698,,Vitor Gabriel Porto
24072,Application Developer -11676698,,Nathan Azevedo
23184,Analista Desenvolvedor C# .net,,Srta. Melina Pimenta
11232,Analista Desenvolvedor C# .net,,Nina da Luz
24040,Product Owner/Analista Funcional,,Cauê Monteiro
24034,Product Owner/Analista Funcional,,José Peixoto
17968,IDS Finance Treasury Analyst/Specialist,,Breno Novaes
25986,CONSULTOR ARIBA,,Enrico Silveira
24231,CONSULTOR ARIBA,,Liz Lima
24131,CONSULTOR ARIBA,,Srta. Ana Clara Brito
24130,CONSULTOR ARIBA,,Pedro Lucas Melo
24129,CONSULTOR ARIBA,,Julia Montenegro
24047,CONSULTOR ARIBA,,Mariane da Mata
26206,Mobile Operations TVC LATAM - 2021-2582629,,Sr. Lucas Azevedo
24263,Mobile Operations TVC LATAM - 2021-2582629,,Rafaela da Costa
24181,Mobile Operations TVC LATAM - 2021-2582629,,Dra. Eloah Nunes
24180,Mobile Operations TVC LATAM - 2021-2582629,,Dra. Nicole Alves
24179,Mobile Operations TVC LATAM - 2021-2582629,,Lucca Leão
24177,Mobile Operations TVC LATAM - 2021-2582629,,Srta. Isabelly Nascimento
25070,"Desenvolvedor e design em JAVA, PL/SQL",,Theodoro Câmara
25002,"Desenvolvedor e design em JAVA, PL/SQL",,Bruno Pires
24545,"Desenvolvedor e design em JAVA, PL/SQL",,Dr. João Guilherme Carvalho
